evidence_id,event_id,evidence_tier,reference,verse_text_kr,translation,is_parallel,note
EVD0003577,EVT0294,direct,요한복음 8:28,이에 예수께서 이르시되 너희가 인자를 든 후에 내가 그인 줄을 알고 또 내가 스스로 아무 것도 하지 아니하고 오직 아버지께서 가르치신 대로 이런 것을 말하는 줄도 알리라,개역개정,false,
EVD0003578,EVT0294,direct,요한복음 8:29,나를 보내신 이가 나와 함께 하시도다 나는 항상 그가 기뻐하시는 일을 행하므로 나를 혼자 두지 아니하셨느니라,개역개정,false,
EVD0003579,EVT0294,direct,요한복음 8:30,이 말씀을 하시매 많은 사람이 믿더라,개역개정,false,
EVD0003580,EVT0295,direct,요한복음 10:1,내가 진실로 진실로 너희에게 이르노니 문을 통하여 양의 우리에 들어가지 아니하고 다른 데로 넘어가는 자는 절도며 강도요,개역개정,false,
EVD0003581,EVT0295,direct,요한복음 10:2,문으로 들어가는 이는 양의 목자라,개역개정,false,
EVD0003582,EVT0295,direct,요한복음 10:3,문지기는 그를 위하여 문을 열고 양은 그의 음성을 듣나니 그가 자기 양의 이름을 각각 불러 인도하여 내느니라,개역개정,false,
EVD0003583,EVT0295,direct,요한복음 10:4,자기 양을 다 내놓은 후에 앞서 가면 양들이 그의 음성을 아는 고로 따라오되,개역개정,false,
EVD0003584,EVT0295,direct,요한복음 10:5,타인의 음성은 알지 못하는 고로 타인을 따르지 아니하고 도리어 도망하느니라,개역개정,false,
EVD0003585,EVT0295,direct,요한복음 10:6,예수께서 이 비유로 그들에게 말씀하셨으나 그들은 그가 하신 말씀이 무엇인지 알지 못하니라,개역개정,false,
EVD0003586,EVT0296,direct,요한복음 11:17,예수께서 와서 보시니 나사로가 무덤에 있은 지 이미 나흘이라,개역개정,false,
EVD0003587,EVT0296,direct,요한복음 11:18,베다니는 예루살렘에서 가깝기가 한 오 리쯤 되매,개역개정,false,
EVD0003588,EVT0296,direct,요한복음 11:19,많은 유대인이 마르다와 마리아에게 그 오라비의 일로 위문하러 왔더니,개역개정,false,
EVD0003589,EVT0296,direct,요한복음 11:20,마르다는 예수께서 오신다는 말을 듣고 곧 나가 맞이하되 마리아는 집에 앉았더라,개역개정,false,
EVD0003590,EVT0296,direct,요한복음 11:21,마르다가 예수께 여짜오되 주께서 여기 계셨더라면 내 오라버니가 죽지 아니하였겠나이다,개역개정,false,
EVD0003591,EVT0296,direct,요한복음 11:22,그러나 나는 이제라도 주께서 무엇이든지 하나님께 구하시는 것을 하나님이 주실 줄을 아나이다,개역개정,false,
EVD0003592,EVT0296,direct,요한복음 11:23,예수께서 이르시되 네 오라비가 다시 살아나리라,개역개정,false,
EVD0003593,EVT0296,direct,요한복음 11:24,마르다가 이르되 마지막 날 부활 때에는 다시 살아날 줄을 내가 아나이다,개역개정,false,
EVD0003594,EVT0296,direct,요한복음 11:25,예수께서 이르시되 나는 부활이요 생명이니 나를 믿는 자는 죽어도 살겠고,개역개정,false,
EVD0003595,EVT0296,direct,요한복음 11:26,무릇 살아서 나를 믿는 자는 영원히 죽지 아니하리니 이것을 네가 믿느냐,개역개정,false,
EVD0003596,EVT0296,direct,요한복음 11:27,이르되 주여 그러하외다 주는 그리스도시요 세상에 오시는 하나님의 아들이신 줄 내가 믿나이다,개역개정,false,
EVD0003597,EVT0296,direct,요한복음 11:28,이 말을 하고 돌아가서 가만히 그 자매 마리아를 불러 말하되 선생님이 오셔서 너를 부르신다 하니,개역개정,false,
EVD0003598,EVT0296,direct,요한복음 11:29,마리아가 이 말을 듣고 급히 일어나 예수께 나아가매,개역개정,false,
EVD0003599,EVT0296,direct,요한복음 11:30,예수는 아직 마을로 들어오지 아니하시고 마르다가 맞이했던 곳에 그대로 계시더라,개역개정,false,
EVD0003600,EVT0296,direct,요한복음 11:31,마리아와 함께 집에 있어 위로하던 유대인들은 그가 급히 일어나 나가는 것을 보고 곡하러 무덤에 가는 줄로 생각하고 따라가더니,개역개정,false,
EVD0003601,EVT0296,direct,요한복음 11:32,마리아가 예수 계신 곳에 가서 뵈옵고 그 발 앞에 엎드리어 이르되 주께서 여기 계셨더라면 내 오라버니가 죽지 아니하였겠나이다 하더라,개역개정,false,
EVD0003602,EVT0296,direct,요한복음 11:33,예수께서 그가 우는 것과 또 함께 온 유대인들이 우는 것을 보시고 심령에 비통히 여기시고 불쌍히 여기사,개역개정,false,
EVD0003603,EVT0296,direct,요한복음 11:34,이르시되 그를 어디 두었느냐 이르되 주여 와서 보옵소서 하니,개역개정,false,
EVD0003604,EVT0296,direct,요한복음 11:35,예수께서 눈물을 흘리시더라,개역개정,false,
EVD0003605,EVT0296,direct,요한복음 11:36,이에 유대인들이 말하되 보라 그를 얼마나 사랑하셨는가 하며,개역개정,false,
EVD0003606,EVT0296,direct,요한복음 11:37,그 중 어떤 이는 말하되 맹인의 눈을 뜨게 한 이 사람이 그 사람은 죽지 않게 할 수 없었더냐 하더라,개역개정,false,
EVD0003607,EVT0296,direct,요한복음 11:38,이에 예수께서 다시 속으로 비통히 여기시며 무덤에 가시니 무덤이 굴이라 돌로 막았거늘,개역개정,false,
EVD0003608,EVT0296,direct,요한복음 11:39,예수께서 이르시되 돌을 옮겨 놓으라 하시니 그 죽은 자의 누이 마르다가 이르되 주여 죽은 지가 나흘이 되었으매 벌써 냄새가 나나이다,개역개정,false,
EVD0003609,EVT0296,direct,요한복음 11:40,예수께서 이르시되 내 말이 네가 믿으면 하나님의 영광을 보리라 하지 아니하였느냐 하시니,개역개정,false,
EVD0003610,EVT0296,direct,요한복음 11:41,돌을 옮겨 놓으니 예수께서 눈을 들어 우러러 보시고 이르시되 아버지여 내 말을 들으신 것을 감사하나이다,개역개정,false,
EVD0003611,EVT0296,direct,요한복음 11:42,항상 내 말을 들으시는 줄을 내가 알았나이다 그러나 이 말씀 하옵는 것은 둘러선 무리를 위함이니 곧 아버지께서 나를 보내신 것을 그들로 믿게 하려 함이니이다,개역개정,false,
EVD0003612,EVT0296,direct,요한복음 11:43,이 말씀을 하시고 큰 소리로 나사로야 나오라 부르시니,개역개정,false,
EVD0003613,EVT0296,direct,요한복음 11:44,죽은 자가 수족을 베로 동인 채로 나오는데 그 얼굴은 수건에 싸였더라 예수께서 이르시되 풀어 놓아 다니게 하라 하시니라,개역개정,false,
EVD0003614,EVT0297,direct,요한복음 12:12,그 이튿날에는 명절에 온 큰 무리가 예수께서 예루살렘으로 오신다는 것을 듣고,개역개정,false,
EVD0003615,EVT0297,direct,요한복음 12:13,종려나무 가지를 가지고 맞으러 나가 외치되 호산나 찬송하리로다 주의 이름으로 오시는 이 곧 이스라엘의 왕이시여 하더라,개역개정,false,
EVD0003616,EVT0297,direct,요한복음 12:14,예수는 한 어린 나귀를 보고 타시니,개역개정,false,
EVD0003617,EVT0297,direct,요한복음 12:15,이는 기록된 바 시온 딸아 두려워하지 말라 보라 너의 왕이 나귀 새끼를 타고 오신다 함과 같더라,개역개정,false,
EVD0003618,EVT0297,direct,요한복음 12:16,제자들은 처음에 이 일을 깨닫지 못하였다가 예수께서 영광을 얻으신 후에야 이것이 예수께 대하여 기록된 것임과 사람들이 예수께 이같이 한 것임이 생각났더라,개역개정,false,
EVD0003619,EVT0297,direct,요한복음 12:17,나사로를 무덤에서 불러내어 죽은 자 가운데서 살리실 때에 함께 있던 무리가 증언한지라,개역개정,false,
EVD0003620,EVT0297,direct,요한복음 12:18,이에 무리가 예수를 맞음은 이 표적 행하심을 들었음이러라,개역개정,false,
EVD0003621,EVT0297,direct,요한복음 12:19,바리새인들이 서로 말하되 볼지어다 너희 하는 일이 쓸 데 없다 보라 온 세상이 그를 따르는도다 하니라,개역개정,false,
EVD0003622,EVT0298,direct,요한복음 13:31,그가 나간 후에 예수께서 이르시되 지금 인자가 영광을 받았고 하나님도 인자로 말미암아 영광을 받으셨도다,개역개정,false,
EVD0003623,EVT0298,direct,요한복음 13:32,만일 하나님이 그로 말미암아 영광을 받으셨으면 하나님도 자기로 말미암아 그에게 영광을 주시리니 곧 주시리라,개역개정,false,
EVD0003624,EVT0298,direct,요한복음 13:33,작은 자들아 내가 아직 잠시 너희와 함께 있겠노라 너희가 나를 찾을 것이나 일찍이 내가 유대인들에게 너희는 내가 가는 곳에 올 수 없다고 말한 것과 같이 지금 너희에게도 이르노라,개역개정,false,
EVD0003625,EVT0298,direct,요한복음 13:34,새 계명을 너희에게 주노니 서로 사랑하라 내가 너희를 사랑한 것 같이 너희도 서로 사랑하라,개역개정,false,
EVD0003626,EVT0298,direct,요한복음 13:35,너희가 서로 사랑하면 이로써 모든 사람이 너희가 내 제자인 줄 알리라,개역개정,false,
EVD0003627,EVT0299,direct,요한복음 15:1,나는 참포도나무요 내 아버지는 농부라,개역개정,false,
EVD0003628,EVT0299,direct,요한복음 15:2,무릇 내게 붙어 있어 열매를 맺지 아니하는 가지는 아버지께서 그것을 제거해 버리시고 무릇 열매를 맺는 가지는 더 열매를 맺게 하려 하여 그것을 깨끗하게 하시느니라,개역개정,false,
EVD0003629,EVT0299,direct,요한복음 15:3,너희는 내가 일러준 말로 이미 깨끗하여졌으니,개역개정,false,
EVD0003630,EVT0299,direct,요한복음 15:4,내 안에 거하라 나도 너희 안에 거하리라 가지가 포도나무에 붙어 있지 아니하면 스스로 열매를 맺을 수 없음 같이 너희도 내 안에 있지 아니하면 그러하리라,개역개정,false,
EVD0003631,EVT0299,direct,요한복음 15:5,"나는 포도나무요 너희는 가지라 그가 내 안에, 내가 그 안에 거하면 사람이 열매를 많이 맺나니 나를 떠나서는 너희가 아무 것도 할 수 없음이라",개역개정,false,
EVD0003632,EVT0299,direct,요한복음 15:6,사람이 내 안에 거하지 아니하면 가지처럼 밖에 버려져 마르나니 사람들이 그것을 모아다가 불에 던져 사르느니라,개역개정,false,
EVD0003633,EVT0299,direct,요한복음 15:7,너희가 내 안에 거하고 내 말이 너희 안에 거하면 무엇이든지 원하는 대로 구하라 그리하면 이루리라,개역개정,false,
EVD0003634,EVT0299,direct,요한복음 15:8,너희가 열매를 많이 맺으면 내 아버지께서 영광을 받으실 것이요 너희는 내 제자가 되리라,개역개정,false,
EVD0003635,EVT0299,direct,요한복음 15:9,아버지께서 나를 사랑하신 것 같이 나도 너희를 사랑하였으니 나의 사랑 안에 거하라,개역개정,false,
EVD0003636,EVT0299,direct,요한복음 15:10,내가 아버지의 계명을 지켜 그의 사랑 안에 거하는 것 같이 너희도 내 계명을 지키면 내 사랑 안에 거하리라,개역개정,false,
EVD0003637,EVT0299,direct,요한복음 15:11,내가 이것을 너희에게 이름은 내 기쁨이 너희 안에 있어 너희 기쁨을 충만하게 하려 함이라,개역개정,false,
EVD0003638,EVT0299,direct,요한복음 15:12,내 계명은 곧 내가 너희를 사랑한 것 같이 너희도 서로 사랑하라 하는 이것이니라,개역개정,false,
EVD0003639,EVT0299,direct,요한복음 15:13,사람이 친구를 위하여 자기 목숨을 버리면 이보다 더 큰 사랑이 없나니,개역개정,false,
EVD0003640,EVT0299,direct,요한복음 15:14,너희는 내가 명하는 대로 행하면 곧 나의 친구라,개역개정,false,
EVD0003641,EVT0299,direct,요한복음 15:15,이제부터는 너희를 종이라 하지 아니하리니 종은 주인이 하는 것을 알지 못함이라 너희를 친구라 하였노니 내가 내 아버지께 들은 것을 다 너희에게 알게 하였음이라,개역개정,false,
EVD0003642,EVT0299,direct,요한복음 15:16,너희가 나를 택한 것이 아니요 내가 너희를 택하여 세웠나니 이는 너희로 가서 열매를 맺게 하고 또 너희 열매가 항상 있게 하여 내 이름으로 아버지께 무엇을 구하든지 다 받게 하려 함이라,개역개정,false,
EVD0003643,EVT0299,direct,요한복음 15:17,내가 이것을 너희에게 명함은 너희로 서로 사랑하게 하려 함이라,개역개정,false,
EVD0003644,EVT0299,direct,요한복음 15:18,세상이 너희를 미워하면 너희보다 먼저 나를 미워한 줄을 알라,개역개정,false,
EVD0003645,EVT0299,direct,요한복음 15:19,너희가 세상에 속하였으면 세상이 자기의 것을 사랑할 것이나 너희는 세상에 속한 자가 아니요 도리어 내가 너희를 세상에서 택하였기 때문에 세상이 너희를 미워하느니라,개역개정,false,
EVD0003646,EVT0299,direct,요한복음 15:20,내가 너희에게 종이 주인보다 더 크지 못하다 한 말을 기억하라 사람들이 나를 박해하였은즉 너희도 박해할 것이요 내 말을 지켰은즉 너희 말도 지킬 것이라,개역개정,false,
EVD0003647,EVT0299,direct,요한복음 15:21,그러나 사람들이 내 이름으로 말미암아 이 모든 일을 너희에게 하리니 이는 나를 보내신 이를 알지 못함이라,개역개정,false,
EVD0003648,EVT0299,direct,요한복음 15:22,내가 와서 그들에게 말하지 아니하였더라면 죄가 없었으려니와 지금은 그 죄를 핑계할 수 없느니라,개역개정,false,
EVD0003649,EVT0299,direct,요한복음 15:23,나를 미워하는 자는 또 내 아버지를 미워하느니라,개역개정,false,
EVD0003650,EVT0299,direct,요한복음 15:24,내가 아무도 못한 일을 그들 중에서 하지 아니하였더라면 그들에게 죄가 없었으려니와 지금은 그들이 나와 내 아버지를 보았고 또 미워하였도다,개역개정,false,
EVD0003651,EVT0299,direct,요한복음 15:25,그러나 이는 그들의 율법에 기록된 바 그들이 이유 없이 나를 미워하였다 한 말을 응하게 하려 함이라,개역개정,false,
EVD0003652,EVT0299,direct,요한복음 15:26,내가 아버지께로부터 너희에게 보낼 보혜사 곧 아버지께로부터 나오시는 진리의 성령이 오실 때에 그가 나를 증언하실 것이요,개역개정,false,
EVD0003653,EVT0299,direct,요한복음 15:27,너희도 처음부터 나와 함께 있었으므로 증언하느니라,개역개정,false,
EVD0003654,EVT0300,direct,요한복음 18:1,예수께서 이 말씀을 하시고 제자들과 함께 기드론 시내 건너편으로 나가시니 그 곳에 동산이 있는데 제자들과 함께 들어가시니라,개역개정,false,
EVD0003655,EVT0300,direct,요한복음 18:2,그 곳은 가끔 예수께서 제자들과 모이시는 곳이므로 예수를 파는 유다도 그 곳을 알더라,개역개정,false,
EVD0003656,EVT0300,direct,요한복음 18:3,유다가 군대와 대제사장들과 바리새인들에게서 얻은 아랫사람들을 데리고 등과 횃불과 무기를 가지고 그리로 오는지라,개역개정,false,
EVD0003657,EVT0300,direct,요한복음 18:4,예수께서 그 당할 일을 다 아시고 나아가 이르시되 너희가 누구를 찾느냐,개역개정,false,
EVD0003658,EVT0300,direct,요한복음 18:5,대답하되 나사렛 예수라 하거늘 이르시되 내가 그니라 하시니라 그를 파는 유다도 그들과 함께 섰더라,개역개정,false,
EVD0003659,EVT0300,direct,요한복음 18:6,예수께서 그들에게 내가 그니라 하실 때에 그들이 물러가서 땅에 엎드러지는지라,개역개정,false,
EVD0003660,EVT0300,direct,요한복음 18:7,이에 다시 누구를 찾느냐고 물으신대 그들이 말하되 나사렛 예수라 하거늘,개역개정,false,
EVD0003661,EVT0300,direct,요한복음 18:8,예수께서 대답하시되 너희에게 내가 그니라 하였으니 나를 찾거든 이 사람들이 가는 것은 용납하라 하시니,개역개정,false,
EVD0003662,EVT0300,direct,요한복음 18:9,이는 아버지께서 내게 주신 자 중에서 하나도 잃지 아니하였사옵나이다 하신 말씀을 응하게 하려 함이러라,개역개정,false,
EVD0003663,EVT0300,direct,요한복음 18:10,이에 시몬 베드로가 칼을 가졌는데 그것을 빼어 대제사장의 종을 쳐서 오른편 귀를 베어버리니 그 종의 이름은 말고라,개역개정,false,
EVD0003664,EVT0300,direct,요한복음 18:11,예수께서 베드로더러 이르시되 칼을 칼집에 꽂으라 아버지께서 주신 잔을 내가 마시지 아니하겠느냐 하시니라,개역개정,false,
EVD0003665,EVT0301,direct,요한복음 18:28,그들이 예수를 가야바에게서 관정으로 끌고 가니 새벽이라 그들은 더럽힘을 받지 아니하고 유월절 잔치를 먹고자 하여 관정에 들어가지 아니하더라,개역개정,false,
EVD0003666,EVT0301,direct,요한복음 18:29,그러므로 빌라도가 밖으로 나가서 그들에게 말하되 너희가 무슨 일로 이 사람을 고발하느냐,개역개정,false,
EVD0003667,EVT0301,direct,요한복음 18:30,대답하여 이르되 이 사람이 행악자가 아니었더라면 우리가 당신에게 넘기지 아니하였겠나이다,개역개정,false,
EVD0003668,EVT0301,direct,요한복음 18:31,빌라도가 이르되 너희가 그를 데려다가 너희 법대로 재판하라 유대인들이 이르되 우리에게는 사람을 죽이는 권한이 없나이다 하니,개역개정,false,
EVD0003669,EVT0301,direct,요한복음 18:32,이는 예수께서 자기가 어떠한 죽음으로 죽을 것을 가리켜 하신 말씀을 응하게 하려 함이러라,개역개정,false,
EVD0003670,EVT0301,direct,요한복음 18:33,이에 빌라도가 다시 관정에 들어가 예수를 불러 이르되 네가 유대인의 왕이냐,개역개정,false,
EVD0003671,EVT0301,direct,요한복음 18:34,예수께서 대답하시되 이는 네가 스스로 하는 말이냐 다른 사람들이 나에 대하여 네게 한 말이냐,개역개정,false,
EVD0003672,EVT0301,direct,요한복음 18:35,빌라도가 대답하되 내가 유대인이냐 네 나라 사람과 대제사장들이 너를 내게 넘겼으니 네가 무엇을 하였느냐,개역개정,false,
EVD0003673,EVT0301,direct,요한복음 18:36,예수께서 대답하시되 내 나라는 이 세상에 속한 것이 아니니라 만일 내 나라가 이 세상에 속한 것이었더라면 내 종들이 싸워 나로 유대인들에게 넘겨지지 않게 하였으리라 이제 내 나라는 여기에 속한 것이 아니니라,개역개정,false,
EVD0003674,EVT0301,direct,요한복음 18:37,빌라도가 이르되 그러면 네가 왕이 아니냐 예수께서 대답하시되 네 말과 같이 내가 왕이니라 내가 이를 위하여 태어났으며 이를 위하여 세상에 왔나니 곧 진리에 대하여 증언하려 함이로라 무릇 진리에 속한 자는 내 음성을 듣느니라 하신대,개역개정,false,
EVD0003675,EVT0301,direct,요한복음 18:38,빌라도가 이르되 진리가 무엇이냐 하더라,개역개정,false,
EVD0003676,EVT0301,direct,요한복음 18:39,유월절이면 내가 너희에게 한 사람을 놓아 주는 전례가 있으니 그러면 너희는 내가 유대인의 왕을 너희에게 놓아 주기를 원하느냐 하니,개역개정,false,
EVD0003677,EVT0301,direct,요한복음 18:40,그들이 또 소리 질러 이르되 이 사람이 아니라 바라바라 하니 바라바는 강도였더라,개역개정,false,
EVD0003678,EVT0301,direct,요한복음 19:1,이에 빌라도가 예수를 데려다가 채찍질하더라,개역개정,false,
EVD0003679,EVT0301,direct,요한복음 19:2,군인들이 가시나무로 관을 엮어 그의 머리에 씌우고 자색 옷을 입히고,개역개정,false,
EVD0003680,EVT0301,direct,요한복음 19:3,앞에 가서 이르되 유대인의 왕이여 평안할지어다 하며 손으로 때리더라,개역개정,false,
EVD0003681,EVT0301,direct,요한복음 19:4,빌라도가 다시 밖에 나가 말하되 보라 이 사람을 데리고 너희에게 나오나니 이는 내가 그에게서 아무 죄도 찾지 못한 것을 너희로 알게 하려 함이로라 하더라,개역개정,false,
EVD0003682,EVT0301,direct,요한복음 19:5,이에 예수께서 가시관을 쓰고 자색 옷을 입고 나오시니 빌라도가 그들에게 말하되 보라 이 사람이로다 하매,개역개정,false,
EVD0003683,EVT0301,direct,요한복음 19:6,대제사장들과 아랫사람들이 예수를 보고 소리 질러 이르되 십자가에 못 박으소서 십자가에 못 박으소서 하는지라 빌라도가 이르되 너희가 친히 데려다가 십자가에 못 박으라 나는 그에게서 죄를 찾지 못하였노라,개역개정,false,
EVD0003684,EVT0301,direct,요한복음 19:7,유대인들이 대답하되 우리에게 법이 있으니 그 법대로 하면 그가 당연히 죽을 것은 그가 자기를 하나님의 아들이라 함이니이다,개역개정,false,
EVD0003685,EVT0301,direct,요한복음 19:8,빌라도가 이 말을 듣고 더욱 두려워하여,개역개정,false,
EVD0003686,EVT0301,direct,요한복음 19:9,다시 관정에 들어가서 예수께 말하되 너는 어디로부터냐 하되 예수께서 대답하여 주지 아니하시는지라,개역개정,false,
EVD0003687,EVT0301,direct,요한복음 19:10,빌라도가 이르되 내게 말하지 아니하느냐 내가 너를 놓을 권한도 있고 십자가에 못 박을 권한도 있는 줄 알지 못하느냐,개역개정,false,
EVD0003688,EVT0301,direct,요한복음 19:11,예수께서 대답하시되 위에서 주지 아니하셨더라면 나를 해할 권한이 없었으리니 그러므로 나를 네게 넘겨 준 자의 죄는 더 크다 하시니라,개역개정,false,
EVD0003689,EVT0301,direct,요한복음 19:12,이러하므로 빌라도가 예수를 놓으려고 힘썼으나 유대인들이 소리 질러 이르되 이 사람을 놓으면 가이사의 충신이 아니니이다 무릇 자기를 왕이라 하는 자는 가이사를 반역하는 것이니이다,개역개정,false,
EVD0003690,EVT0301,direct,요한복음 19:13,빌라도가 이 말을 듣고 예수를 끌고 나가서 돌을 깐 뜰(히브리 말로 가바다)에 있는 재판석에 앉아 있더라,개역개정,false,
EVD0003691,EVT0301,direct,요한복음 19:14,이 날은 유월절의 준비일이요 때는 제육시라 빌라도가 유대인들에게 이르되 보라 너희 왕이로다,개역개정,false,
EVD0003692,EVT0301,direct,요한복음 19:15,그들이 소리 지르되 없이 하소서 없이 하소서 그를 십자가에 못 박게 하소서 빌라도가 이르되 내가 너희 왕을 십자가에 못 박으랴 대제사장들이 대답하되 가이사 외에는 우리에게 왕이 없나이다 하니,개역개정,false,
EVD0003693,EVT0301,direct,요한복음 19:16,이에 예수를 십자가에 못 박도록 그들에게 넘겨 주니라,개역개정,false,
EVD0003694,EVT0302,direct,요한복음 19:38,아리마대 사람 요셉은 예수의 제자이나 유대인이 두려워 그것을 숨기더니 이 일 후에 빌라도에게 예수의 시체를 가져가기를 구하매 빌라도가 허락하는지라 이에 가서 예수의 시체를 가져가니라,개역개정,false,
EVD0003695,EVT0302,direct,요한복음 19:39,일찍이 예수께 밤에 찾아왔던 니고데모도 몰약과 침향 섞은 것을 백 리트라쯤 가지고 온지라,개역개정,false,
EVD0003696,EVT0302,direct,요한복음 19:40,이에 예수의 시체를 가져다가 유대인의 장례 법대로 그 향품과 함께 세마포로 쌌더라,개역개정,false,
EVD0003697,EVT0302,direct,요한복음 19:41,예수께서 십자가에 못 박히신 곳에 동산이 있고 동산 안에 아직 사람을 장사한 일이 없는 새 무덤이 있는지라,개역개정,false,
EVD0003698,EVT0302,direct,요한복음 19:42,이 날은 유대인의 준비일이요 또 무덤이 가까운 고로 예수를 거기 두니라,개역개정,false,
EVD0003699,EVT0303,direct,요한복음 20:30,예수께서 제자들 앞에서 이 책에 기록되지 아니한 다른 표적도 많이 행하셨으나,개역개정,false,
EVD0003700,EVT0303,direct,요한복음 20:31,오직 이것을 기록함은 너희로 예수께서 하나님의 아들 그리스도이심을 믿게 하려 함이요 또 너희로 믿고 그 이름을 힘입어 생명을 얻게 하려 함이니라,개역개정,false,
EVD0003701,EVT0304,direct,사도행전 1:6,그들이 모였을 때에 예수께 여쭈어 이르되 주께서 이스라엘 나라를 회복하심이 이 때니이까 하니,개역개정,false,
EVD0003702,EVT0304,direct,사도행전 1:7,이르시되 때와 시기는 아버지께서 자기의 권한에 두셨으니 너희가 알 바 아니요,개역개정,false,
EVD0003703,EVT0304,direct,사도행전 1:8,오직 성령이 너희에게 임하시면 너희가 권능을 받고 예루살렘과 온 유대와 사마리아와 땅 끝까지 이르러 내 증인이 되리라 하시니라,개역개정,false,
EVD0003704,EVT0304,direct,사도행전 1:9,이 말씀을 마치시고 그들이 보는데 올려져 가시니 구름이 그를 가리어 보이지 않게 하더라,개역개정,false,
EVD0003705,EVT0304,direct,사도행전 1:10,올라가실 때에 제자들이 자세히 하늘을 쳐다보고 있는데 흰 옷 입은 두 사람이 그들 곁에 서서,개역개정,false,
EVD0003706,EVT0304,direct,사도행전 1:11,이르되 갈릴리 사람들아 어찌하여 서서 하늘을 쳐다보느냐 너희 가운데서 하늘로 올려지신 이 예수는 하늘로 가심을 본 그대로 오시리라 하였느니라,개역개정,false,
EVD0003707,EVT0305,direct,사도행전 2:43,사람마다 두려워하는데 사도들로 말미암아 기사와 표적이 많이 나타나니,개역개정,false,
EVD0003708,EVT0305,direct,사도행전 2:44,믿는 사람이 다 함께 있어 모든 물건을 서로 통용하고,개역개정,false,
EVD0003709,EVT0305,direct,사도행전 2:45,또 재산과 소유를 팔아 각 사람의 필요를 따라 나눠 주며,개역개정,false,
EVD0003710,EVT0305,direct,사도행전 2:46,날마다 마음을 같이하여 성전에 모이기를 힘쓰고 집에서 떡을 떼며 기쁨과 순전한 마음으로 음식을 먹고,개역개정,false,
EVD0003711,EVT0305,direct,사도행전 2:47,하나님을 찬미하며 또 온 백성에게 칭송을 받으니 주께서 구원 받는 사람을 날마다 더하게 하시니라,개역개정,false,
EVD0003712,EVT0306,direct,사도행전 4:32,믿는 무리가 한마음과 한 뜻이 되어 모든 물건을 서로 통용하고 자기 재물을 조금이라도 자기 것이라 하는 이가 하나도 없더라,개역개정,false,
EVD0003713,EVT0306,direct,사도행전 4:33,사도들이 큰 권능으로 주 예수의 부활을 증언하니 무리가 큰 은혜를 받아,개역개정,false,
EVD0003714,EVT0306,direct,사도행전 4:34,그 중에 가난한 사람이 없으니 이는 밭과 집 있는 자는 팔아 그 판 것의 값을 가져다가,개역개정,false,
EVD0003715,EVT0306,direct,사도행전 4:35,사도들의 발 앞에 두매 그들이 각 사람의 필요를 따라 나누어 줌이라,개역개정,false,
EVD0003716,EVT0306,direct,사도행전 4:36,구브로에서 난 레위족 사람이 있으니 이름은 요셉이라 사도들이 일컬어 바나바라(번역하면 위로의 아들이라) 하니,개역개정,false,
EVD0003717,EVT0306,direct,사도행전 4:37,그가 밭이 있으매 팔아 그 값을 가지고 사도들의 발 앞에 두니라,개역개정,false,
EVD0003718,EVT0307,direct,사도행전 6:1,그 때에 제자가 더 많아졌는데 헬라파 유대인들이 자기의 과부들이 매일의 구제에 빠지므로 히브리파 사람을 원망하니,개역개정,false,
EVD0003719,EVT0307,direct,사도행전 6:2,열두 사도가 모든 제자를 불러 이르되 우리가 하나님의 말씀을 제쳐 놓고 접대를 일삼는 것이 마땅하지 아니하니,개역개정,false,
EVD0003720,EVT0307,direct,사도행전 6:3,형제들아 너희 가운데서 성령과 지혜가 충만하여 칭찬 받는 사람 일곱을 택하라 우리가 이 일을 그들에게 맡기고,개역개정,false,
EVD0003721,EVT0307,direct,사도행전 6:4,우리는 오로지 기도하는 일과 말씀 사역에 힘쓰리라 하니,개역개정,false,
EVD0003722,EVT0307,direct,사도행전 6:5,온 무리가 이 말을 기뻐하여 믿음과 성령이 충만한 사람 스데반과 또 빌립과 브로고로와 니가노르와 디몬과 바메나와 유대교에 입교했던 안디옥 사람 니골라를 택하여,개역개정,false,
EVD0003723,EVT0307,direct,사도행전 6:6,사도들 앞에 세우니 사도들이 기도하고 그들에게 안수하니라,개역개정,false,
EVD0003724,EVT0307,direct,사도행전 6:7,하나님의 말씀이 점점 왕성하여 예루살렘에 있는 제자의 수가 더 심히 많아지고 허다한 제사장의 무리도 이 도에 복종하니라,개역개정,false,
EVD0003725,EVT0308,direct,사도행전 8:26,주의 사자가 빌립에게 말하여 이르되 일어나서 남쪽으로 향하여 예루살렘에서 가사로 내려가는 길까지 가라 하니 그 길은 광야라,개역개정,false,
EVD0003726,EVT0308,direct,사도행전 8:27,일어나 가서 보니 에디오피아 사람 곧 에디오피아 여왕 간다게의 모든 국고를 맡은 관리인 내시가 예배하러 예루살렘에 왔다가,개역개정,false,
EVD0003727,EVT0308,direct,사도행전 8:28,돌아가는데 수레를 타고 선지자 이사야의 글을 읽더라,개역개정,false,
EVD0003728,EVT0308,direct,사도행전 8:29,성령이 빌립더러 이르시되 이 수레로 가까이 나아가라 하시거늘,개역개정,false,
EVD0003729,EVT0308,direct,사도행전 8:30,빌립이 달려가서 선지자 이사야의 글 읽는 것을 듣고 말하되 읽는 것을 깨닫느냐,개역개정,false,
